antecedent,consequent,support,confidence,lift,antecedent_support,consequent_support
Diabetes=Prediabetes + Diet=SugarHigh,Hypertension=Yes,0.08146572877474235,0.6303797468354431,1.28578958705541,0.1292327825944708,0.4902666448552266
BMI=Obese + Diet=FiberLow,Hypertension=Yes,0.11925404874856863,0.6295336787564767,1.2840638566027167,0.18943235727138885,0.4902666448552266
Activity=SedentaryHigh + Rx=Antihypertensive,Risk=High,0.10616718468836905,0.6753381893860562,1.2828907245857555,0.1572059545231474,0.5264191068215279
BMI=Obese,Hypertension=Yes,0.2178962866023229,0.6283018867924528,1.281551362683438,0.34680189759528873,0.4902666448552266
BMI=Obese + Diet=SodiumHigh,Hypertension=Yes,0.1660395877637821,0.6277056277056278,1.280335169224058,0.2645182398167839,0.4902666448552266
Diet=FiberLow + Risk=High,Cholesterol=High,0.26108293800098153,0.8000000000000002,1.2795395081109369,0.3263536725012269,0.6252249304760347
Diet=SodiumHigh + Smoking=Ever,Risk=High,0.22198593162113528,0.6734491315136477,1.2793022190624388,0.32962538851627676,0.5264191068215279
Rx=Antihypertensive + Smoking=Ever,Risk=High,0.1999018485195485,0.6721672167216721,1.2768670589868183,0.29739898576803536,0.5264191068215279
Smoking=Ever,Risk=High,0.2831670211025683,0.671190383869717,1.2750114408314417,0.4218877801406838,0.5264191068215279
Cholesterol=High + Sex=Male,Risk=High,0.19842957631277605,0.6701657458563536,1.2730650106960502,0.29609029936201536,0.5264191068215279
Cholesterol=High + Rx=Antihypertensive,Hypertension=Yes,0.276787174873221,0.6241239395057174,1.27302957697646,0.4434811058400131,0.4902666448552266
Activity=SedentaryHigh + Risk=High,Cholesterol=High,0.12367086536888598,0.7924528301886792,1.2674683806759277,0.15606085391787994,0.6252249304760347
BMI=Obese + Hypertension=Yes,Cholesterol=High,0.17258301979388188,0.792042042042042,1.2668113560970704,0.2178962866023229,0.6252249304760347
Diabetes=Prediabetes + Hypertension=Yes,Cholesterol=High,0.09716996564698184,0.7898936170212766,1.263375112729216,0.123016522165876,0.6252249304760347
Age=45-59 + Cholesterol=High,Risk=High,0.10813021429739898,0.6603396603396604,1.2543991123854394,0.16374938655324717,0.5264191068215279
BMI=Obese + Diet=SugarHigh,Hypertension=Yes,0.1415017176509079,0.6126062322946176,1.2495368361751744,0.23098315066252248,0.4902666448552266
Alcohol=Regular + Smoking=Ever,Risk=High,0.24423360052347456,0.6574196389255834,1.2488521605817562,0.37150335350891545,0.5264191068215279
Cholesterol=High + Smoking=Ever,Hypertension=Yes,0.17340094879764437,0.6113033448673587,1.246879328386441,0.28365777850482576,0.4902666448552266
BMI=Obese + Hypertension=No,Risk=High,0.08457385898903975,0.6560913705583757,1.2463289459985551,0.1289056109929658,0.5264191068215279
BMI=Obese + Smoking=Ever,Cholesterol=High,0.11532798953050875,0.7790055248618785,1.2459604326218376,0.14804514968100768,0.6252249304760347
Activity=SedentaryHigh + Cholesterol=High,Hypertension=Yes,0.0891542614101096,0.6103023516237402,1.2448375960880627,0.14608212007197774,0.4902666448552266
Age=45-59 + Cholesterol=High,Hypertension=Yes,0.09946016685751677,0.6073926073926075,1.2389025722359057,0.16374938655324717,0.4902666448552266
BMI=Obese + Sex=Female,Hypertension=Yes,0.12268935056437101,0.6067961165048544,1.2376859059706957,0.20219204973008342,0.4902666448552266
Age=60+ + Sex=Female,Cholesterol=High,0.12219859316211353,0.7724922440537745,1.2355429324701004,0.15818746932766237,0.6252249304760347
Age=60+ + Hypertension=Yes,Cholesterol=High,0.18256175363978408,0.770718232044199,1.2327055344024564,0.2368722394896123,0.6252249304760347
Age=60+ + BMI=Overweight,Cholesterol=High,0.09079011941763455,0.7697642163661581,1.2311796584631933,0.11794536234254867,0.6252249304760347
Activity=Active + Cholesterol=High,Risk=High,0.14575494847047277,0.6475290697674418,1.2300637673984995,0.22509406183543268,0.5264191068215279
Diabetes=Prediabetes + Diet=SugarHigh,Cholesterol=High,0.09929658105676427,0.7683544303797468,1.2289248123787002,0.1292327825944708,0.6252249304760347
Diet=SugarHigh + Smoking=Ever,Risk=High,0.18616064125633894,0.64257481648786,1.2206525336203504,0.2897104531326681,0.5264191068215279
Rx=Antihypertensive + Smoking=Ever,Hypertension=Yes,0.17749059381645674,0.5968096809680967,1.2173165097624208,0.29739898576803536,0.4902666448552266
BMI=Obese + Diet=SugarHigh,Cholesterol=High,0.17569115000817928,0.7606232294617564,1.2165593411040598,0.23098315066252248,0.6252249304760347
Cholesterol=High + Diet=FiberLow,Hypertension=Yes,0.1969573041060036,0.5954500494559841,1.214543260702179,0.3307704891215443,0.4902666448552266
Age=60+ + Rx=Antihypertensive,Cholesterol=High,0.1691477179780795,0.7575091575091575,1.211578618485997,0.22329461802715525,0.6252249304760347
BMI=Obese + Sex=Female,Cholesterol=High,0.15311630950433502,0.7572815533980582,1.211214582920547,0.20219204973008342,0.6252249304760347
BMI=Obese,Cholesterol=High,0.262228038606249,0.7561320754716981,1.2093760798949478,0.34680189759528873,0.6252249304760347
Activity=SedentaryHigh + Hypertension=Yes,Cholesterol=High,0.0891542614101096,0.7558945908460472,1.2089962411935862,0.11794536234254867,0.6252249304760347
BMI=Obese + Sex=Male,Cholesterol=High,0.10911172910191395,0.754524886877828,1.2068055032663954,0.1446098478652053,0.6252249304760347
BMI=Obese + Diet=SodiumHigh,Cholesterol=High,0.19924750531653854,0.7532467532467533,1.2047612251693884,0.2645182398167839,0.6252249304760347
Cholesterol=High + Sex=Male,Hypertension=Yes,0.17487322100441682,0.5906077348066299,1.2046663606516277,0.29609029936201536,0.4902666448552266
BMI=Obese + Smoking=Never,Hypertension=Yes,0.11729101913953868,0.5901234567901233,1.2036785756950363,0.19875674791428105,0.4902666448552266
Alcohol=Regular + BMI=Obese,Cholesterol=High,0.18583346965483397,0.7523178807947021,1.2032755639188943,0.24701455913626696,0.6252249304760347
Hypertension=Yes + Sex=Female,Cholesterol=High,0.1840340258465565,0.7505003335557038,1.200368534543699,0.24521511532798954,0.6252249304760347
BMI=Obese + Rx=Antihypertensive,Cholesterol=High,0.1879600850646164,0.75,1.1995682888540031,0.2506134467528219,0.6252249304760347
Diabetes=Prediabetes,Cholesterol=High,0.14330116145918534,0.75,1.1995682888540031,0.1910682152789138,0.6252249304760347
Diabetes=No + Hypertension=Yes,Risk=High,0.1509896940945526,0.6313269493844049,1.199285780480692,0.23916244070014722,0.5264191068215279
BMI=Obese + Diet=FiberLow,Cholesterol=High,0.14182888925241288,0.7487046632124351,1.1974964956090046,0.18943235727138885,0.6252249304760347
Age=60+ + Smoking=Ever,Cholesterol=High,0.11287420251922133,0.7483731019522776,1.1969661884443414,0.1508261082938001,0.6252249304760347
Diet=FiberLow + Sex=Female,Risk=High,0.1941763454932112,0.6300424628450106,1.196845735043987,0.3081956486177,0.5264191068215279
Age=60+ + Diet=SugarHigh,Cholesterol=High,0.13724848683134305,0.7477718360071303,1.1960045090297193,0.18354326844429902,0.6252249304760347
Diabetes=Prediabetes + Rx=Antihypertensive,Cholesterol=High,0.10518566988385408,0.7468060394889664,1.194459790527486,0.1408473744478979,0.6252249304760347
Age=60+,Cholesterol=High,0.2247668902339277,0.7463335143943509,1.193704022368568,0.3011614591853427,0.6252249304760347
BMI=Overweight + Hypertension=Yes,Cholesterol=High,0.12547030917716342,0.7461089494163424,1.1933448476666932,0.16816620317356454,0.6252249304760347
Diabetes=Prediabetes + Diet=SodiumHigh,Cholesterol=High,0.10813021429739898,0.7452085682074407,1.1919047560052551,0.1451006052674628,0.6252249304760347
Hypertension=Yes + Smoking=Ever,Cholesterol=High,0.17340094879764437,0.7449051300070274,1.1914194295481315,0.23278259447079994,0.6252249304760347
Age=60+ + Diet=FiberLow,Cholesterol=High,0.123343693767381,0.7443237907206318,1.1904896213174312,0.1657124161622771,0.6252249304760347
Age=60+ + Smoking=Never,Cholesterol=High,0.11189268771470637,0.7442872687704026,1.190431207219642,0.15033535089154262,0.6252249304760347
Diet=FiberLow + Diet=SodiumHigh,Risk=High,0.23474562407982988,0.6266375545851528,1.1903776790488,0.37461148372321285,0.5264191068215279
Sex=Male + Smoking=Ever,Risk=High,0.15148045149681008,0.6260987153482083,1.189354085433063,0.24194339931293965,0.5264191068215279
BMI=Overweight + Smoking=Ever,Risk=High,0.09618845084246687,0.6248671625929861,1.1870145944471486,0.1539342385080975,0.5264191068215279
BMI=Overweight + Cholesterol=High,Risk=High,0.13724848683134305,0.6247207743857037,1.1867365114418293,0.21969573041060037,0.5264191068215279
Age=45-59 + Hypertension=Yes,Cholesterol=High,0.09946016685751677,0.7414634146341463,1.185914666054039,0.13414035661704565,0.6252249304760347
Age=60+ + Alcohol=Regular,Cholesterol=High,0.153770652707345,0.7395751376868607,1.182894509858655,0.20791755275642074,0.6252249304760347
BMI=Obese + Smoking=Never,Cholesterol=High,0.14690004907574022,0.7390946502057613,1.1821260064646308,0.19875674791428105,0.6252249304760347
Alcohol=Regular + Diabetes=Prediabetes,Cholesterol=High,0.09782430884999183,0.7364532019704434,1.177901209744982,0.13283167021102568,0.6252249304760347
Hypertension=Yes + Rx=Antihypertensive,Cholesterol=High,0.276787174873221,0.73501303214596,1.1755977670089623,0.3765745133322428,0.6252249304760347
Age=45-59,Hypertension=Yes,0.13414035661704565,0.5754385964912281,1.1737257725561818,0.23310976607230494,0.4902666448552266
Age=45-59 + Alcohol=Regular,Hypertension=Yes,0.1048584982823491,0.5754039497307002,1.1736551033379279,0.18223458203827908,0.4902666448552266
Age=60+ + Diet=SodiumHigh,Cholesterol=High,0.15818746932766237,0.7325757575757575,1.171699530628102,0.215933256993293,0.6252249304760347
Hypertension=Yes,Cholesterol=High,0.35890724685097336,0.7320653987320654,1.1708832502483297,0.4902666448552266,0.6252249304760347
Cholesterol=High,Hypertension=Yes,0.35890724685097336,0.5740450026164312,1.1708832502483295,0.6252249304760347,0.4902666448552266
Hypertension=Yes + Rx=Statin,Rx=Antihypertensive,0.12514313757565843,0.8397365532381997,1.1685202708730058,0.14902666448552265,0.7186324227057092
Diet=SugarHigh + Hypertension=Yes,Cholesterol=High,0.22934729265499754,0.7294484911550467,1.1666977044559919,0.3144119090462948,0.6252249304760347
BMI=Overweight + Cholesterol=High,Hypertension=Yes,0.12547030917716342,0.5711094564408041,1.1648955980055506,0.21969573041060037,0.4902666448552266
Activity=Active + BMI=Obese,Cholesterol=High,0.09716996564698184,0.7279411764705883,1.1642868685935914,0.13348601341403565,0.6252249304760347
Diet=SodiumHigh + Hypertension=Yes,Cholesterol=High,0.26582692622280385,0.7260947274352101,1.1613336129804916,0.3661050220840831,0.6252249304760347
Alcohol=Regular + Cholesterol=High,Hypertension=Yes,0.2584655651889416,0.569164265129683,1.1609279788914755,0.45411418288892524,0.4902666448552266
Diet=FiberLow + Hypertension=Yes,Cholesterol=High,0.1969573041060036,0.7253012048192771,1.1600644335584094,0.2715524292491412,0.6252249304760347
Age=45-59 + Diet=SodiumHigh,Hypertension=Yes,0.1017503680680517,0.5680365296803653,1.1586277297083996,0.17912645182398168,0.4902666448552266
Age=18-29 + Sex=Male,Rx=Antihypertensive,0.08506461639129724,0.8306709265175719,1.155905161348035,0.10240471127106167,0.7186324227057092
Diet=FiberLow,Risk=High,0.3263536725012269,0.6069364161849711,1.1529528626907173,0.53770652707345,0.5264191068215279
Hypertension=Yes + Smoking=Never,Cholesterol=High,0.18550629805332897,0.7204574332909784,1.1523171872600082,0.2574840503844266,0.6252249304760347
Alcohol=Regular + Hypertension=Yes,Cholesterol=High,0.2584655651889416,0.7175295186194368,1.1476342091367393,0.3602159332569933,0.6252249304760347
Age=60+ + Sex=Male,Cholesterol=High,0.10256829707181417,0.717391304347826,1.1474131458603507,0.14297398985768037,0.6252249304760347
Cholesterol=High + Diet=SodiumHigh,Hypertension=Yes,0.26582692622280385,0.5605381165919282,1.1433331687442299,0.4742352363814821,0.4902666448552266
Diet=FiberLow + Diet=SugarHigh,Risk=High,0.20530017994438082,0.6016299137104506,1.1428724867967632,0.34123998036970393,0.5264191068215279
Alcohol=Regular + Diet=FiberLow,Risk=High,0.23801734009487976,0.6009913258983891,1.1416594080847895,0.3960412236217896,0.5264191068215279
Hypertension=Yes + Sex=Male,Cholesterol=High,0.17487322100441682,0.7136181575433913,1.1413782828526298,0.24505152952723702,0.6252249304760347
Diabetes=Yes + Hypertension=Yes,Rx=Antihypertensive,0.10502208408310158,0.8199233716475095,1.1409495950105226,0.12808768198920334,0.7186324227057092
Cholesterol=High + Sex=Female,Hypertension=Yes,0.1840340258465565,0.5591451292246521,1.140491883533633,0.3291346311140193,0.4902666448552266
Diet=FiberLow + Rx=Antihypertensive,Risk=High,0.23212825126778996,0.5994930291508238,1.1388132029829041,0.38720759038115493,0.5264191068215279
Age=45-59 + Sex=Male,Cholesterol=High,0.0801570423687224,0.7101449275362319,1.1358231140839838,0.11287420251922133,0.6252249304760347
Sex=Male + Smoking=Ever,Hypertension=Yes,0.13446752821855062,0.5557809330628802,1.1336299111823112,0.24194339931293965,0.4902666448552266
Activity=SedentaryHigh + Rx=Antihypertensive,Hypertension=Yes,0.08719123180107967,0.554630593132154,1.131283555494447,0.1572059545231474,0.4902666448552266
Activity=Active + Smoking=Ever,Risk=High,0.10191395386880418,0.5950334288443171,1.1303416253963052,0.17127433338786194,0.5264191068215279
Cholesterol=High + Smoking=Never,Risk=High,0.2031735645345984,0.5948275862068966,1.1299506011444247,0.3415671519712089,0.5264191068215279
Activity=Active + Hypertension=Yes,Cholesterol=High,0.12170783575985604,0.7052132701421802,1.1279353009887878,0.17258301979388188,0.6252249304760347
Smoking=Ever,Hypertension=Yes,0.23278259447079994,0.5517642497091896,1.125437056547306,0.4218877801406838,0.4902666448552266
Age=60+ + Hypertension=Yes,Rx=Antihypertensive,0.19155897268117128,0.8087016574585636,1.1253342208158887,0.2368722394896123,0.7186324227057092
Age=45-59,Cholesterol=High,0.16374938655324717,0.7024561403508771,1.1235254803675856,0.23310976607230494,0.6252249304760347
Cholesterol=High + Diet=SugarHigh,Hypertension=Yes,0.22934729265499754,0.5502354788069074,1.1223188127950032,0.41681662031735645,0.4902666448552266
Age=45-59 + Diet=SodiumHigh,Cholesterol=High,0.12547030917716342,0.7004566210045662,1.1203274003665393,0.17912645182398168,0.6252249304760347
Age=45-59 + Diet=SugarHigh,Cholesterol=High,0.10894814330116145,0.6995798319327731,1.1189250425444903,0.15573368231637494,0.6252249304760347
Age=45-59 + Alcohol=Regular,Cholesterol=High,0.12710616718468837,0.6974865350089766,1.1155769723992344,0.18223458203827908,0.6252249304760347
BMI=Obese + Hypertension=No,Cholesterol=High,0.08964501881236708,0.6954314720812184,1.1122900546395835,0.1289056109929658,0.6252249304760347
Cholesterol=Normal + Sex=Male,Rx=Antihypertensive,0.1446098478652053,0.7992766726943943,1.1122190530800893,0.1809258956322591,0.7186324227057092
Age=45-59 + Diet=SodiumHigh,Risk=High,0.1048584982823491,0.5853881278538813,1.1120191502705954,0.17912645182398168,0.5264191068215279
Age=45-59 + Sex=Female,Cholesterol=High,0.08359234418452478,0.6952380952380952,1.111980763001171,0.1202355635530836,0.6252249304760347
Age=60+ + BMI=Obese,Rx=Antihypertensive,0.08277441518076231,0.7955974842767295,1.1070993447265303,0.10404056927858663,0.7186324227057092
Activity=Active + Sex=Male,Rx=Antihypertensive,0.1665303451660396,0.7897595034910784,1.0989756077489101,0.21086209716996565,0.7186324227057092
Diabetes=Prediabetes + Hypertension=Yes,Rx=Antihypertensive,0.09684279404547685,0.7872340425531915,1.0954613480827817,0.123016522165876,0.7186324227057092
BMI=Overweight + Smoking=Ever,Cholesterol=High,0.10534925568460658,0.6843783209351754,1.0946113751639788,0.1539342385080975,0.6252249304760347
Diet=FiberLow + Sex=Male,Risk=High,0.1321773270080157,0.5759087669280114,1.0940118993881085,0.22951087845575005,0.5264191068215279
Age=45-59 + Smoking=Never,Cholesterol=High,0.08490103059054474,0.683794466403162,1.093677543988103,0.12416162277114347,0.6252249304760347
Hypertension=Yes + Sex=Male,Rx=Antihypertensive,0.19254048748568625,0.7857142857142858,1.0933465578355177,0.24505152952723702,0.7186324227057092
Age=60+ + Rx=Statin,Rx=Antihypertensive,0.10436774088009161,0.7847478474784748,1.0920017281210828,0.13299525601177817,0.7186324227057092
Sex=Female + Smoking=Ever,Cholesterol=High,0.12285293636512351,0.6827272727272728,1.09197064839922,0.17994438082774414,0.6252249304760347
Age=45-59 + Rx=Antihypertensive,Cholesterol=High,0.10404056927858663,0.6824034334763949,1.0914526920045007,0.15246196630132505,0.6252249304760347
BMI=Overweight + Hypertension=Yes,Rx=Antihypertensive,0.13168656960575822,0.7830739299610895,1.0896724183592397,0.16816620317356454,0.7186324227057092
BMI=Obese + Diabetes=No,Cholesterol=High,0.11778177654179617,0.6811731315042573,1.0894849170291798,0.17291019139538688,0.6252249304760347
Sex=Male + Smoking=Never,Rx=Antihypertensive,0.1840340258465565,0.7828810020876826,1.0894039530530397,0.23507279568133485,0.7186324227057092
Risk=NotHigh + Sex=Male,Rx=Antihypertensive,0.18534271225257648,0.7803030303030303,1.0858166228641986,0.23752658269262228,0.7186324227057092
Age=30-44 + Cholesterol=High,Risk=High,0.08244724357925733,0.5714285714285715,1.0855011986149339,0.1442826762637003,0.5264191068215279
BMI=Normal + Sex=Male,Rx=Antihypertensive,0.1045313266808441,0.7764277035236938,1.080423981707339,0.1346311140193031,0.7186324227057092
Age=30-44 + Sex=Male,Rx=Antihypertensive,0.09193522002290201,0.7741046831955923,1.0771914246243242,0.11876329134631114,0.7186324227057092
Diet=FiberLow + Sex=Male,Rx=Antihypertensive,0.17749059381645674,0.7733428367783322,1.0761312909688014,0.22951087845575005,0.7186324227057092
Hypertension=Yes + Smoking=Never,Rx=Antihypertensive,0.19908391951578602,0.7731893265565438,1.0759176765855116,0.2574840503844266,0.7186324227057092
Smoking=Ever,Cholesterol=High,0.28365777850482576,0.6723536254362156,1.0753787839590754,0.4218877801406838,0.6252249304760347
Risk=High + Rx=Statin,Rx=Antihypertensive,0.1259610665794209,0.7723169508525577,1.0747037378924846,0.1630950433502372,0.7186324227057092
Cholesterol=High + Hypertension=Yes,Rx=Antihypertensive,0.276787174873221,0.7711941659070192,1.073141346731074,0.35890724685097336,0.7186324227057092
Diet=FiberLow + Hypertension=Yes,Rx=Antihypertensive,0.2093898249631932,0.7710843373493975,1.0729885167805298,0.2715524292491412,0.7186324227057092
Hypertension=Yes + Risk=High,Rx=Antihypertensive,0.2990348437755603,0.7703329119258322,1.0719428842710248,0.3881891051856699,0.7186324227057092
BMI=Obese + Hypertension=Yes,Rx=Antihypertensive,0.16767544577130705,0.7695195195195196,1.0708110227231558,0.2178962866023229,0.7186324227057092
Diet=SodiumHigh + Sex=Female,Risk=High,0.20742679535416325,0.5633051976899155,1.0700698177372445,0.36823163749386556,0.5264191068215279
Diet=SodiumHigh + Hypertension=Yes,Rx=Antihypertensive,0.28136757729429085,0.7685433422698839,1.0694526408595038,0.3661050220840831,0.7186324227057092
Age=18-29 + Diet=SodiumHigh,Rx=Antihypertensive,0.13332242761328317,0.7681432610744581,1.068895915080392,0.17356453459839685,0.7186324227057092
Hypertension=Yes,Rx=Antihypertensive,0.3765745133322428,0.7681014347681014,1.0688377124373787,0.4902666448552266,0.7186324227057092
BMI=Obese + Sex=Male,Rx=Antihypertensive,0.1110747587109439,0.7680995475113123,1.0688350862591969,0.1446098478652053,0.7186324227057092
Alcohol=Regular + Smoking=Ever,Cholesterol=High,0.24815965974153442,0.6679876706296785,1.0683957693770865,0.37150335350891545,0.6252249304760347
Age=18-29 + Cholesterol=Normal,Rx=Antihypertensive,0.092262391624407,0.7673469387755102,1.067787807132869,0.1202355635530836,0.7186324227057092
Rx=Antihypertensive + Smoking=Ever,Cholesterol=High,0.19826599051202357,0.6666666666666666,1.0662829234257805,0.29739898576803536,0.6252249304760347
Sex=Male,Rx=Antihypertensive,0.36545067888107313,0.7661179698216736,1.0660776575278603,0.4770161949942745,0.7186324227057092
Age=18-29 + Risk=NotHigh,Rx=Antihypertensive,0.12743333878619337,0.7659783677482793,1.0658833967778811,0.16636675936528708,0.7186324227057092
Activity=Active + Hypertension=Yes,Rx=Antihypertensive,0.1320137412072632,0.7649289099526067,1.0644230426907089,0.17258301979388188,0.7186324227057092
Age=18-29 + Smoking=Never,Rx=Antihypertensive,0.11549157533126124,0.7648970747562296,1.0643787429967748,0.1509896940945526,0.7186324227057092
Alcohol=Regular + Hypertension=Yes,Rx=Antihypertensive,0.275478488467201,0.7647593097184376,1.0641870385405894,0.3602159332569933,0.7186324227057092
Diabetes=Yes + Risk=High,Rx=Antihypertensive,0.12072632095534108,0.7639751552795032,1.0630958625594362,0.15802388352690985,0.7186324227057092
Sex=Male + Smoking=Ever,Cholesterol=High,0.16080484213970228,0.6646382691007438,1.0630386548960875,0.24194339931293965,0.6252249304760347
Age=18-29 + Hypertension=No,Rx=Antihypertensive,0.13708490103059054,0.7639015496809479,1.0629934380149406,0.17945362342548668,0.7186324227057092
Diet=SodiumHigh + Smoking=Ever,Cholesterol=High,0.2187142156060854,0.6635235732009926,1.0612557830920115,0.32962538851627676,0.6252249304760347
Hypertension=Yes + Smoking=Ever,Rx=Antihypertensive,0.17749059381645674,0.7624736472241743,1.0610064660781646,0.23278259447079994,0.7186324227057092
Age=60+ + Risk=High,Rx=Antihypertensive,0.1940127596924587,0.7622107969151672,1.060640701466519,0.2545395059708817,0.7186324227057092
Age=18-29 + Diet=FiberLow,Rx=Antihypertensive,0.09487976443644691,0.7621550591327201,1.0605631405595988,0.12448879437264845,0.7186324227057092
Diabetes=No + Sex=Male,Rx=Antihypertensive,0.23131032226402748,0.7614431879375336,1.0595725490239343,0.30377883199738265,0.7186324227057092
Diet=SodiumHigh + Sex=Male,Rx=Antihypertensive,0.3077048912154425,0.7612302711452853,1.059276268497867,0.40422051365941436,0.7186324227057092
Age=45-59 + Alcohol=Regular,Risk=High,0.1015867822672992,0.5574506283662477,1.0589483192053673,0.18223458203827908,0.5264191068215279
Alcohol=Regular + Sex=Male,Rx=Antihypertensive,0.2996891869785703,0.7601659751037345,1.057795266516988,0.39424177981351216,0.7186324227057092
Cholesterol=Normal + Hypertension=Yes,Rx=Antihypertensive,0.09978733845902175,0.7596513075965131,1.0570790902202332,0.13135939800425322,0.7186324227057092
BMI=Overweight + Sex=Male,Rx=Antihypertensive,0.14411909046294782,0.7594827586206897,1.0568445489297236,0.18975952887289382,0.7186324227057092
Rx=Antihypertensive + Sex=Female,Risk=High,0.1964665467037461,0.556276053728578,1.0567170653955242,0.353181743824636,0.5264191068215279
Age=18-29,Rx=Antihypertensive,0.16145918534271225,0.7592307692307693,1.0564938976343483,0.21266154097824308,0.7186324227057092
Diet=SugarHigh + Smoking=Ever,Cholesterol=High,0.19123180107966628,0.6600790513833992,1.0557465309018104,0.2897104531326681,0.6252249304760347
Diet=SugarHigh + Sex=Male,Rx=Antihypertensive,0.2574840503844266,0.7570947570947572,1.0535215684316528,0.3400948797644364,0.7186324227057092
Age=18-29 + Diabetes=No,Rx=Antihypertensive,0.1477179780795027,0.7569153394803018,1.0532719030828783,0.19515786029772617,0.7186324227057092
Diet=FiberLow + Smoking=Ever,Cholesterol=High,0.15867822672991985,0.6585200271554651,1.0532529895346305,0.24096188450842468,0.6252249304760347
Age=18-29 + Diet=SugarHigh,Rx=Antihypertensive,0.11647309013577621,0.7566418703506906,1.0528913620427434,0.1539342385080975,0.7186324227057092
Cholesterol=High + Diabetes=Yes,Rx=Antihypertensive,0.1079666284966465,0.7542857142857143,1.0496126955220968,0.14313757565843285,0.7186324227057092
Alcohol=Regular + Diabetes=Yes,Rx=Antihypertensive,0.0894814330116146,0.7534435261707989,1.0484407638247424,0.11876329134631114,0.7186324227057092
Age=60+ + Sex=Male,Rx=Antihypertensive,0.1076394568951415,0.7528604118993134,1.0476293416664018,0.14297398985768037,0.7186324227057092
Activity=Active + Diet=FiberLow,Risk=High,0.10600359888761655,0.5514893617021277,1.0476241355143276,0.19221331588418125,0.5264191068215279
Activity=Active + Cholesterol=Normal,Rx=Antihypertensive,0.11451006052674628,0.7526881720430108,1.047389664397661,0.15213479469982005,0.7186324227057092
Age=60+ + Cholesterol=High,Rx=Antihypertensive,0.1691477179780795,0.75254730713246,1.0471936463693894,0.2247668902339277,0.7186324227057092
Risk=High + Sex=Male,Rx=Antihypertensive,0.18010796662849665,0.7520491803278688,1.0465004869893608,0.23948961230165222,0.7186324227057092
Hypertension=Yes + Sex=Female,Rx=Antihypertensive,0.1840340258465565,0.7505003335557038,1.044345217169592,0.24521511532798954,0.7186324227057092
Sex=Male + Smoking=Ever,Rx=Antihypertensive,0.1814166530345166,0.7498309668695063,1.0434137720175944,0.24194339931293965,0.7186324227057092
Diet=SugarHigh + Hypertension=Yes,Rx=Antihypertensive,0.23556355308359234,0.7492195629552549,1.0425629839165658,0.3144119090462948,0.7186324227057092
BMI=Overweight + Cholesterol=Normal,Rx=Antihypertensive,0.09389824963193195,0.7483702737940027,1.041381170886123,0.12547030917716342,0.7186324227057092
Age=60+ + Diet=FiberLow,Rx=Antihypertensive,0.12399803697039097,0.7482724580454096,1.041245057143544,0.1657124161622771,0.7186324227057092
Age=30-44 + Risk=NotHigh,Rx=Antihypertensive,0.11532798953050875,0.7476139978791093,1.0403287887628034,0.15426141010960248,0.7186324227057092
BMI=Overweight + Smoking=Never,Rx=Antihypertensive,0.14281040405692785,0.7467921300256629,1.03918513335918,0.19123180107966628,0.7186324227057092
Diabetes=Yes,Rx=Antihypertensive,0.1292327825944708,0.7466918714555766,1.039045620352365,0.17307377719613937,0.7186324227057092
Age=60+ + Smoking=Ever,Rx=Antihypertensive,0.11254703091771634,0.7462039045553145,1.0383665988041515,0.1508261082938001,0.7186324227057092
BMI=Overweight + Sex=Male,Cholesterol=High,0.1231801079666285,0.6491379310344828,1.0382470362150167,0.18975952887289382,0.6252249304760347
Cholesterol=High + Sex=Male,Rx=Antihypertensive,0.22084083101586782,0.7458563535911602,1.0378829705219126,0.29609029936201536,0.7186324227057092
Hypertension=No + Sex=Male,Rx=Antihypertensive,0.17291019139538688,0.7454160789844853,1.037270314325554,0.23196466546703745,0.7186324227057092
Alcohol=Regular + Diabetes=Prediabetes,Rx=Antihypertensive,0.09896940945525928,0.7450738916256158,1.0367941496716115,0.13283167021102568,0.7186324227057092
Age=18-29 + Alcohol=Regular,Rx=Antihypertensive,0.10845738589890397,0.7449438202247189,1.036613151157229,0.14559136266972028,0.7186324227057092
Activity=SedentaryHigh + Alcohol=Regular,Cholesterol=High,0.10927531490266645,0.6479146459747818,1.036290484260555,0.16865696057582202,0.6252249304760347
Diabetes=Yes + Diet=SodiumHigh,Rx=Antihypertensive,0.09438900703418943,0.7445161290322581,1.0360180051842007,0.12677899558318337,0.7186324227057092
Cholesterol=Normal + Smoking=Never,Rx=Antihypertensive,0.17601832160968428,0.7441217150760719,1.0354691655497446,0.2365450678881073,0.7186324227057092
Age=60+,Rx=Antihypertensive,0.22329461802715525,0.7414448669201521,1.0317442457279513,0.3011614591853427,0.7186324227057092
Cholesterol=Normal + Diet=SodiumHigh,Rx=Antihypertensive,0.2210044168166203,0.7410861217772902,1.0312450403880207,0.2982169147717978,0.7186324227057092
Rx=Statin,Rx=Antihypertensive,0.13757565843284802,0.7403169014084506,1.0301746456430363,0.18583346965483397,0.7186324227057092
Activity=SedentaryHigh + Diet=SugarHigh,Cholesterol=High,0.09831506625224931,0.6434689507494648,1.0291799309082883,0.15278913790283002,0.6252249304760347
Age=30-44 + Smoking=Never,Rx=Antihypertensive,0.11287420251922133,0.7395498392282958,1.0291072540866315,0.15262555210207754,0.7186324227057092
