gender,participants,mean_age,mean_bmi,mean_systolic_bp,mean_hba1c,mean_total_cholesterol,high_risk_rate,diabetes_rate,hypertension_rate,high_cholesterol_rate,obesity_rate
Female,3197,47.46825148576791,29.359587112918362,120.55489521426337,5.683046606193306,189.89677822959024,0.5486393493900532,0.16515483265561465,0.4688770722552393,0.6293400062558648,0.3919299343134188
Male,2916,47.29458161865569,28.3062414266118,124.07636031092822,5.729080932784637,183.44101508916324,0.5020576131687243,0.18175582990397804,0.5137174211248285,0.620713305898491,0.30829903978052126
